-1.018029	-0.008805	-0.952059	-0.721855	-0.781239	-1.436348	-0.644662	0.615305	-0.395930	
-1.372577	-1.348707	-2.536560	-0.949141	0.153692	-2.152057	0.763027	2.872818	0.760732	
0.463695	-0.087459	0.509347	1.105795	0.179931	0.667251	-1.283828	-0.403709	2.153791	
0.371892	-0.062143	1.295849	-0.432601	-1.034931	0.687749	0.123931	-1.770823	1.789626	
1.275849	-0.204011	0.183277	1.017759	0.917938	1.626431	-0.425367	0.875759	0.387123	
-0.848343	-0.396158	0.173375	-0.353897	-0.681613	-1.030679	-0.369758	-1.063778	-0.006304	
-0.933675	-0.646482	-0.079669	-1.304391	-1.461084	-1.180868	2.033275	-0.729688	-0.416498	
1.031981	-0.832083	-0.740581	1.114691	-0.303632	1.162695	-1.474888	2.157823	0.486415	
0.405332	-0.317748	-0.747531	-1.488033	-1.123663	0.378140	1.206801	1.592219	-0.577696	
-2.100231	0.793454	-0.822013	-0.310065	-0.702758	-2.766822	0.903737	-0.593122	-1.189065	
0.215527	-0.036424	0.698694	1.386123	0.695773	0.389584	-0.440593	-0.940971	0.306694	
-1.243559	-0.225209	0.274503	-1.016714	-0.075460	-1.507339	-0.451774	-1.592557	0.688325	
0.332614	0.030767	1.699038	-1.208173	0.127503	0.707988	0.959186	-2.464488	1.977108	
-0.164166	-1.921715	-0.566535	0.568689	0.503258	-0.302651	-0.418637	0.772738	-0.706320	
1.207411	-0.133638	-0.318866	0.393484	-0.904491	1.454522	0.493766	1.631622	0.038180	
0.248468	0.427384	-0.189697	-0.389287	-0.279338	0.277982	1.380046	0.538107	-0.810271	
-0.965526	0.150256	0.127130	1.162316	1.889700	-1.185121	0.181022	-1.096251	-0.407562	
-0.756199	-0.353455	-0.004723	-0.490818	2.258416	-0.946121	1.339017	-0.688509	-0.606734	
-0.933161	-0.814634	-0.764029	1.434160	-0.656954	-1.297920	-0.892210	0.386809	-1.473391	
0.494826	2.956193	-0.326521	-0.148385	0.931605	0.562418	0.189551	0.988049	0.004207	
-0.559902	-0.540244	0.727410	-0.349441	0.073445	-0.574824	1.057367	-1.701715	1.061968	
0.811222	0.638487	0.394190	-2.025549	0.262169	1.081882	-0.881533	0.104042	0.934754	
0.709394	0.569727	1.189156	0.637104	-0.430547	1.091305	0.661239	-1.286104	-0.012873	
0.844083	-0.710715	0.563181	0.296343	0.413594	1.152024	0.509942	-0.141287	0.882383	
-0.445263	0.366836	-0.182234	0.401248	-0.186265	-0.587954	-1.751588	-0.112762	1.145356	
0.623430	-1.712145	-0.747379	-1.017665	0.892328	0.650805	-0.176706	1.792768	-0.095713	
-1.921198	-1.476400	-1.618473	-0.465461	-1.221487	-2.679988	-0.393094	0.870541	0.271552	
-0.370978	-0.629148	0.234123	-0.978504	-0.599070	-0.423488	-1.587859	-0.723346	-1.073007	
-0.817600	1.182691	0.147588	1.002762	-2.067398	-0.996683	0.059948	-0.993422	-0.603105	
0.996640	-0.634448	-0.150974	-0.245017	0.951371	1.219915	-0.707944	1.163781	0.395703	
-0.217848	0.037207	1.403480	-2.502177	0.155837	-0.030963	-0.718092	-2.489301	-0.282633	
-0.406382	-0.854051	0.266478	-1.361881	-0.714471	-0.462182	-2.498884	-0.808706	1.232637	
0.442105	-1.415365	0.920247	0.060220	-0.203864	0.710926	-1.848351	-1.093665	-0.609266	
0.081614	1.176752	-0.196577	-0.606785	-0.632785	0.068217	-1.022945	0.395709	-0.209576	
1.446770	0.192193	0.713362	0.380809	0.800232	1.931258	-0.603201	0.168681	-0.069615	
-1.135270	-2.151075	-1.465952	-0.000825	0.394250	-1.671286	0.192689	1.345398	-0.479691	
1.370163	-0.943992	0.352769	-0.397295	-0.262655	1.773479	2.532900	0.686191	-0.930818	
1.128470	0.445652	0.105192	-0.022379	1.125141	1.428767	1.355759	0.867409	0.371433	
